objectid,filename,format,title,title_ar,script_en,script_ar,description,description_ar,creator,creator_ar,date,date_note,subject,subject_ar,material,material_ar,technique,technique_ar,content_en,content_ar,dimensions,language,type,inscription,piece_number,sort_order,source_file,additional_files,instagram,file_matched
wd-145,145WD_235X30.JPG,image/jpeg,"Praise be to God, who guided us to this; we would not have been guided had God not guided us",الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن هدانا الله,Thuluth,خط الثلث,"Inlaid wood. The inscription “Praise be to God, who guided us to this; we would not have been guided had God not guided us” is written in Thuluth. Dimensions: 235 × 30 cm.",خشب مطعم. نقش «الحمد لله الذي هدانا لهذا وما كنا لنهتدي لولا أن هدانا الله» مكتوب بخط الثلث. المقاس: 235 × 30 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,235 × 30 cm,ara; eng,Image;StillImage,الحمدلله الذي هدانا الهدا وما كنا لنهتدي لولا هدانا الله,145,102,wood works/145WD_235X30.JPG,,no,yes
wd-014,14WD_52D.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 1991. Dimensions: 52 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ١٩٩١. المقاس: 52 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,1991,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,52 cm Ø,ara; eng,Image;StillImage,Islamic ornaments,14,103,wood works/14WD_52D.JPG,,no,yes
wd-019,19WD_40x40.JPG,image/jpeg,Chessboard,رقعة شطرنج,,,Inlaid wood. A decorative composition: Chessboard. Dimensions: 40 × 40 cm.,خشب مطعم. تكوين زخرفي: رقعة شطرنج. المقاس: 40 × 40 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,40 × 40 cm,ara; eng,Image;StillImage,chess board,19,104,wood works/19WD_40x40.JPG,,no,yes
wd-021,21WD_79D.JPG,image/jpeg,"Allah, with Islamic ornament",الله مع زخرفة إسلامية,,,"Inlaid wood. A decorative composition: Allah, with Islamic ornament. Dated 2008. Dimensions: 79 cm Ø.",خشب مطعم. تكوين زخرفي: الله مع زخرفة إسلامية. أُنجز عام ٢٠٠٨. المقاس: 79 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2008,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,79 cm Ø,ara; eng,Image;StillImage,الله (islamic ornaments),21,105,wood works/21WD_79D.JPG,,yes,yes
wd-022,22WD_82D.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 1997. Dimensions: 82 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ١٩٩٧. المقاس: 82 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,1997,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,82 cm Ø,ara; eng,Image;StillImage,Islamic ornaments,22,106,wood works/22WD_82D.JPG,,no,yes
wd-044,44WD_41x83.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dimensions: 41 × 83 cm.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. المقاس: 41 × 83 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,41 × 83 cm,ara; eng,Image;StillImage,Islamic ornaments,44,107,wood works/44WD_41x83.JPG,,no,yes
wd-075,75WD_82D.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dimensions: 82 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. المقاس: 82 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,82 cm Ø,ara; eng,Image;StillImage,Islamic ornaments,75,108,wood works/75WD_82D.JPG,,yes,yes
wd-081,81WD_52x72.JPG,image/jpeg,Islamic ornament (wood burning),زخرفة إسلامية (حرق على الخشب),,,Inlaid wood. A decorative composition: Islamic ornament (wood burning). Early work. Dimensions: 52 × 72 cm.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية (حرق على الخشب). من الأعمال المبكرة. المقاس: 52 × 72 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,early works,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,52 × 72 cm,ara; eng,Image;StillImage,Islamic ornaments (wood burning),81,109,wood works/81WD_52x72.JPG,,no,yes
wd-089,89WD_41X41.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dimensions: 41 × 41 cm.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. المقاس: 41 × 41 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,41 × 41 cm,ara; eng,Image;StillImage,islamic ornam,89,110,wood works/89WD_41X41.JPG,,no,yes
wd-102,102WD_50D.jpg,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 2006. Dimensions: 50 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ٢٠٠٦. المقاس: 50 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,50 cm Ø,ara; eng,Image;StillImage,islamic ornam,102,111,wood works/102WD_50D.jpg,,no,yes
wd-103,103WD_50D.jpg,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 2006. Dimensions: 50 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ٢٠٠٦. المقاس: 50 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,50 cm Ø,ara; eng,Image;StillImage,islamic ornam,103,112,wood works/103WD_50D.jpg,,no,yes
wd-104,104WD_50D.jpg,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 2006. Dimensions: 50 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ٢٠٠٦. المقاس: 50 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,50 cm Ø,ara; eng,Image;StillImage,islamic ornam,104,113,wood works/104WD_50D.jpg,,no,yes
wd-135,135WD_176X30.JPG,image/jpeg,Botanical ornament,زخرفة نباتية,,,Inlaid wood. A decorative composition: Botanical ornament. Dimensions: 178 × 30 cm.,خشب مطعم. تكوين زخرفي: زخرفة نباتية. المقاس: 178 × 30 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,178 × 30 cm,ara; eng,Image;StillImage,botanic ornament,135,114,wood works/135WD_176X30.JPG,,no,yes
wd-139,139WD_48D.JPG,image/jpeg,Botanical ornament,زخرفة نباتية,,,Inlaid wood. A decorative composition: Botanical ornament. Dimensions: 48 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة نباتية. المقاس: 48 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,48 cm Ø,ara; eng,Image;StillImage,botanic ornament,139,115,wood works/139WD_48D.JPG,,no,yes
wd-141,141WD_50D.JPG,image/jpeg,Islamic ornament,زخرفة إسلامية,,,Inlaid wood. A decorative composition: Islamic ornament. Dated 2006. Dimensions: 50 cm Ø.,خشب مطعم. تكوين زخرفي: زخرفة إسلامية. أُنجز عام ٢٠٠٦. المقاس: 50 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,50 cm Ø,ara; eng,Image;StillImage,islamic ornam,141,116,wood works/141WD_50D.JPG,,no,yes
wd-144,144WD_40X40.JPG,image/jpeg,Chessboard,رقعة شطرنج,,,Inlaid wood. A decorative composition: Chessboard. Dimensions: 40 × 40 cm.,خشب مطعم. تكوين زخرفي: رقعة شطرنج. المقاس: 40 × 40 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Ornament,خشب؛ زخرفة,Wood,خشب,Inlaid wood,خشب مطعم,Ornament,زخرفة,40 × 40 cm,ara; eng,Image;StillImage,chess board,144,117,wood works/144WD_40X40.JPG,,no,yes
wd-002,2WD_40x60.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Inlaid wood. A geometric composition: Abstract geometry. Dated 2011. Dimensions: 40 × 60 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة. أُنجز عام ٢٠١١. المقاس: 40 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,40 × 60 cm,ara; eng,Image;StillImage,abstract geometry,2,118,wood works/2WD_40x60.JPG,,no,yes
wd-003,3WD_40x60.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Inlaid wood. A geometric composition: Abstract geometry. Dated 2011. Dimensions: 40 × 60 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة. أُنجز عام ٢٠١١. المقاس: 40 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,40 × 60 cm,ara; eng,Image;StillImage,abstract geometry,3,119,wood works/3WD_40x60.JPG,,yes,yes
wd-004,4WD_40x60.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Inlaid wood. A geometric composition: Abstract geometry. Dated 2011. Dimensions: 40 × 60 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة. أُنجز عام ٢٠١١. المقاس: 40 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,40 × 60 cm,ara; eng,Image;StillImage,abstract geometry,4,120,wood works/4WD_40x60.JPG,,no,yes
wd-011,11WD_58x73.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Inlaid wood. A geometric composition: Abstract geometry. Dated 2010. Dimensions: 58 × 73 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة. أُنجز عام ٢٠١٠. المقاس: 58 × 73 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2010,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,58 × 73 cm,ara; eng,Image;StillImage,abstract geometry,11,121,wood works/11WD_58x73.JPG,,yes,yes
wd-015,15WD_41x60.JPG,image/jpeg,Abstract geometry,هندسة مجردة,,,Inlaid wood. A geometric composition: Abstract geometry. Dimensions: 41 × 60 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة. المقاس: 41 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,41 × 60 cm,ara; eng,Image;StillImage,abstract geometry,15,122,wood works/15WD_41x60.JPG,,yes,yes
wd-028,28WD_80x130.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 80 × 130 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 80 × 130 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,80 × 130 cm,ara; eng,Image;StillImage,islamic geometry,28,123,wood works/28WD_80x130.JPG,,yes,yes
wd-031,31WD_113x113.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 113 × 113 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 113 × 113 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,113 × 113 cm,ara; eng,Image;StillImage,islamic geometry,31,124,wood works/31WD_113x113.JPG,,yes,yes
wd-043,43WD_70x30.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dated 1992. Dimensions: 70 × 30 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. أُنجز عام ١٩٩٢. المقاس: 70 × 30 سم.,Muhammed Saied Kalash,محمد سعيد كلش,1992,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,70 × 30 cm,ara; eng,Image;StillImage,islamic geometry,43,125,wood works/43WD_70x30.JPG,,no,yes
wd-048,48WD_40x60.JPG,image/jpeg,Abstract geometry — six-pointed star,هندسة مجردة — نجمة سداسية,,,Inlaid wood. A geometric composition: Abstract geometry — six-pointed star. Dimensions: 40 × 60 cm.,خشب مطعم. تكوين هندسي: هندسة مجردة — نجمة سداسية. المقاس: 40 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,40 × 60 cm,ara; eng,Image;StillImage,abstract geometry - Six pointed star,48,126,wood works/48WD_40x60.JPG,,no,yes
wd-054,54WD_85D.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 85 cm Ø.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 85 سم Ø.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,85 cm Ø,ara; eng,Image;StillImage,islamic geometry,54,127,wood works/54WD_85D.JPG,,yes,yes
wd-060,60WD_70x30.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 70 × 30 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 70 × 30 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,70 × 30 cm,ara; eng,Image;StillImage,islamic geometry,60,128,wood works/60WD_70x30.JPG,,yes,yes
wd-061,61WD_80x122.JPG,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful — with geometry",بسم الله الرحمن الرحيم مع هندسة,,,"Inlaid wood. A geometric composition: In the name of God, the Most Gracious, the Most Merciful — with geometry. Dimensions: 80 × 122 cm.",خشب مطعم. تكوين هندسي: بسم الله الرحمن الرحيم مع هندسة. المقاس: 80 × 122 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,80 × 122 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم + geometry,61,129,wood works/61WD_80x122.JPG,,no,yes
wd-062,62WD_82x127.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 82 × 127 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 82 × 127 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,82 × 127 cm,ara; eng,Image;StillImage,islamic geometry,62,130,wood works/62WD_82x127.JPG,,no,yes
wd-063,63WD_75x104.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 75 × 104 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 75 × 104 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,75 × 104 cm,ara; eng,Image;StillImage,islamic geometry,63,131,wood works/63WD_75x104.JPG,,no,yes
wd-073,73WD_63X78.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 63 × 78 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 63 × 78 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,63 × 78 cm,ara; eng,Image;StillImage,islamic geometry,73,132,wood works/73WD_63X78.JPG,,yes,yes
wd-074,74WD_65X82.JPG,image/jpeg,Islamic geometry,هندسة إسلامية,,,Inlaid wood. A geometric composition: Islamic geometry. Dimensions: 65 × 82 cm.,خشب مطعم. تكوين هندسي: هندسة إسلامية. المقاس: 65 × 82 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Geometry,خشب؛ هندسة,Wood,خشب,Inlaid wood,خشب مطعم,Geometry,هندسة,65 × 82 cm,ara; eng,Image;StillImage,islamic geometry,74,133,wood works/74WD_65X82.JPG,,no,yes
